1,,R,,R
2,,R,,R
3,,R,,R
4,,R,,R
5,,R,,R
6,,R,,R
7,,R,,R
8,,R,,R
9,,R,,R
10,,R,,R
11,,R,,R
12,,R,,R
13,,R,,R
14,,R,,R
15,,R,,R
16,,R,,R
17,,R,,R
18,,R,,R
19,,R,,R
20,,R,,R
21,,R,,R
22,,R,,R
23,,R,,R
24,,R,,R
25,,R,,R
26,,R,,R
27,,R,,R
32,,R,,R
33,,R,,R
34,,R,,R
35,,R,,R
36,,R,,R
37,,R,,R
38,,R,,R
39,,R,,R
40,,R,,R
41,,R,,R
42,,R,,R
43,,R,,R
44,,R,,R
45,,R,,R
46,,R,,R
47,,R,,R
48,,R,,R
49,,R,,R
50,,R,,R
51,,R,,R
52,,R,,R
53,,R,,R
54,,R,,R
55,,R,,R
56,,R,,R
57,,R,,R
58,,R,,R
59,,R,,R
60,,R,,R
61,,R,,R
62,,R,,R
63,,R,,R
64,,R,,R
65,,R,,R
66,,R,,R
67,,R,,R
68,,R,,R
69,,R,,R
70,,R,,R
71,,R,,R
72,,R,,R
73,,R,,R
74,,R,,R
75,,R,,R
76,,R,,R
77,,R,,R
78,,R,,R
79,,R,,R
80,,R,,R
81,,R,,R
82,,R,,R
83,,R,,R
84,,R,,R
85,,R,,R
86,,R,,R
87,,R,,R
88,,R,,R
89,,R,,R
90,,R,,R
91,,R,,R
92,,R,,R
93,,R,,R
94,,R,,R
95,,R,,R
96,,R,,R
97,,R,,R
98,,R,,R
99,,R,,R
100,,R,,R
101,,R,,R
102,,R,,R
103,,R,,R
104,,R,,R
105,,R,,R
106,,R,,R
107,,R,,R
108,,R,,R
109,,R,,R
110,,R,,R
111,,R,,R
112,,R,,R
113,,R,,R
114,,R,,R
115,,R,,R
130,,R,,R
131,,R,,R
132,,R,,R
133,,R,,R
134,,R,,R
135,,R,,R
136,,R,,R
137,,R,,R
138,,R,,R
150,,,, 
151,,,, 
152,,,, 
153,,,, 
154,,,, 
155,,,,
156,,,,
157,,,,
169,,,,
170,,,,
171,,,,
172,,,,
173,,,,
174,,,,
175,,,,
176,,,,
177,,,,
178,,,,
179,,,,
180,,,,
181,,,,
184,,,,
185,,,,
186,,,,
187,,,,
188,,R,,R
189,,R,,R
190,,R,,R
191,,R,,R
192,,R,,R
193,,R,,R
194,,R,,R
195,,R,,R
196,,R,,R
197,,R,,R
198,,R,,R
199,,R,,R
200,,R,,R
201,,R,,R
202,,R,,R
203,,R,,R
204,,R,,R
205,,R,,R
206,,R,,R
207,,R,,R
208,,R,,R
209,,R,,R
210,,R,,R
211,,R,,R
212,,R,,R
213,,R,,R
214,,R,,R
215,,R,,R
216,,R,,R
217,,R,,R
218,,R,,R
219,,R,,R
220,,R,,R
221,,R,,R
222,,R,,R
223,,R,,R
224,,R,,R
225,,R,,R
226,,R,,R
227,,R,,R
228,,R,,R
229,,,182985.53,715448.06,55359.33,4832.95,16375.18,12478.62,24950.24,40927.37,19625.93,3658.48,3069.38,2504.87,1772.56,2775.53,1507.41,2500.56,2202.54,3905.39,2717.74,2685.05,3215.63,2586.99,1269.10,850.37,943.63,2649.37,2484.80,1298.61,840.80,674.91,1215.31,1486.21,974.57,1437.75,794.74,548.66,457.73,368.60,489.17,477.91,472.61,667.35,629.44,357.73,254.98,443.64,395.66,257.16,331.05,236.09,188.89,195.40,368.65,129.70,266.18,387.08,168.09,105.94,67.16,117.69,196.32,142.26,41.35,80.61,111.26,85.68,147.71,254.66,125.60,75.59,66.27,73.96,148.47,96.67,129.83,425.75,548.41,291.25,991.85,5755.22,55193.45,144631.10,58671.53,15273.37,1257.05,212.08,329.11,247.10,132.68,113.31,48.98,59.22,73.66,49.70,178.51,239.49,155.51,68.95,76.06,55.18,74.58,78.33,45.28,33.25,51.38,38.65,22.85,30.23,99.49,58.12,77.05,94.41,46.74,106.52,52.92,41.19,50.11,29.35,66.54,81.06,41.17,39.63,59.61,41.03,71.53,36.62,31.79,19.56,J,11.13,,,,210,0,0
230,,R,,R
231,,,115673.82,815185.31,206863.50,79112.78,45388.45,41728.66,27845.98,59039.31,72979.64,10288.62,3744.40,3711.39,659.16,549.66,425.27,547.27,1083.75,1062.02,347.35,278.03,1291.85,245.03,345.22,924.18,431.66,434.84,444.96,566.34,361.81,361.16,209.00,297.06,274.25,197.24,248.51,312.87,260.13,96.41,72.56,113.25,165.10,81.01,109.85,50.09,179.89,104.51,52.31,135.62,199.36,127.11,48.75,67.75,46.15,38.19,34.00,76.98,106.64,119.59,93.83,40.47,135.38,110.65,90.90,91.46,51.43,43.66,31.10,44.22,41.78,57.76,50.83,53.83,67.31,73.59,69.93,86.96,44.75,24.31,56.97,42.33,64.29,36.03,23.79,23.56,24.62,62.51,46.20,51.66,19.95,37.60,38.41,57.86,56.37,53.55,43.42,63.81,29.04,33.49,24.21,32.86,38.05,51.09,33.55,28.78,38.52,43.27,36.50,40.97,64.54,61.62,32.73,56.36,44.14,38.74,21.02,49.52,48.03,45.98,61.07,53.08,29.00,32.51,56.06,55.02,29.99,27.27,43.59,31.95,J,7.11,,,,227,15,0
232,,R,,R
