The following 8 lines contain the PSD for the velocity sensor the lowest bin is first.
5.8704, 16.4652, 17.0977, 10.5772, 8.2694, 6.8260, 6.1296, 4.5587, 3.5492, 3.3130, 3.2792, 3.1956, 3.3102, 2.4997, 2.5314, 2.8705,
2.2280, 1.4716, 1.4850, 1.4943, 1.4399, 1.3775, 1.0875, 1.0681, 1.1154, 0.9302, 0.9677, 0.9381, 0.8295, 0.7705, 0.6785, 0.5869,
0.6500, 0.5338, 0.4546, 0.3917, 0.3630, 0.4228, 0.4208, 0.3400, 0.3029, 0.2953, 0.2601, 0.2216, 0.2018, 0.1824, 0.1763, 0.1647,
0.1528, 0.1410, 0.1344, 0.1256, 0.1225, 0.1100, 0.1096, 0.0975, 0.1007, 0.0960, 0.0958, 0.0912, 0.0883, 0.0793, 0.0761, 0.0781,
0.0820, 0.0719, 0.0668, 0.0651, 0.0647, 0.0649, 0.0645, 0.0566, 0.0610, 0.0736, 0.0613, 0.0539, 0.0586, 0.0534, 0.0488, 0.0456,
0.0493, 0.0481, 0.0444, 0.0452, 0.0454, 0.0463, 0.0476, 0.0430, 0.0377, 0.0382, 0.0362, 0.0350, 0.0366, 0.0320, 0.0333, 0.0279,
0.0325, 0.0296, 0.0234, 0.0217, 0.0198, 0.0204, 0.0210, 0.0210, 0.0205, 0.0181, 0.0183, 0.0162, 0.0143, 0.0130, 0.0127, 0.0131,
0.0119, 0.0121, 0.0110, 0.0107, 0.0104, 0.0098, 0.0095, 0.0091, 0.0091, 0.0091, 0.0090, 0.0084, 0.0084, 0.0083, 0.0082, 0.0083

The next 8 lines contain the reciprocle of the above, these are the valued need to be input in the arduino program
0.1703, 0.0607, 0.0585, 0.0945, 0.1209, 0.1465, 0.1631, 0.2194, 0.2818, 0.3018, 0.3050, 0.3129, 0.3021, 0.4000, 0.3950, 0.3484,
0.4488, 0.6795, 0.6734, 0.6692, 0.6945, 0.7259, 0.9196, 0.9362, 0.8966, 1.0751, 1.0334, 1.0660, 1.2055, 1.2979, 1.4738, 1.7039,
1.5386, 1.8732, 2.2000, 2.5529, 2.7550, 2.3649, 2.3767, 2.9415, 3.3011, 3.3860, 3.8448, 4.5125, 4.9549, 5.4836, 5.6723, 6.0701,
6.5426, 7.0898, 7.4387, 7.9608, 8.1613, 9.0904, 9.1235, 10.2599, 9.9289, 10.4151, 10.4405, 10.9697, 11.3219, 12.6035, 13.1414, 12.8036,
12.1976, 13.9064, 14.9719, 15.3622, 15.4670, 15.4018, 15.5020, 17.6682, 16.3809, 13.5877, 16.3233, 18.5470, 17.0604, 18.7226, 20.4741, 21.9460,
20.2815, 20.7709, 22.5398, 22.0999, 22.0431, 21.5978, 20.9996, 23.2629, 26.5471, 26.1772, 27.5906, 28.6029, 27.3256, 31.2814, 29.9854, 35.8532,
30.7843, 33.7561, 42.7925, 46.0303, 50.5122, 49.0507, 47.5874, 47.6033, 48.8717, 55.3617, 54.5884, 61.7997, 69.9955, 77.0634, 78.5351, 76.1776,
83.8208, 82.4625, 91.2649, 93.3273, 96.0545, 102.1366, 105.5627, 109.7161, 110.3435, 110.3925, 111.6328, 119.4222, 118.9251, 120.4105, 122.2185, 120.9489
