The following 8 lines contain the PSD for the velocity sensor the lowest bin is first.
5.4878, 17.0883, 14.3967, 10.0787, 7.6802, 6.1532, 5.1083, 4.3468, 3.9152, 3.4905, 3.1806, 2.8790, 2.7368, 2.4733, 2.2742, 2.1768,
2.0606, 1.8871, 1.7621, 1.6587, 1.5726, 1.4699, 1.4073, 1.3122, 1.2790, 1.1999, 1.1393, 1.0612, 1.0641, 0.9646, 0.8902, 0.8399,
0.8142, 0.7597, 0.7114, 0.6602, 0.6373, 0.6067, 0.5722, 0.5418, 0.5113, 0.4778, 0.4461, 0.4242, 0.4019, 0.3739, 0.3498, 0.3334,
0.3182, 0.2920, 0.2706, 0.2536, 0.2390, 0.2199, 0.2050, 0.1921, 0.1819, 0.1658, 0.1544, 0.1442, 0.1325, 0.1208, 0.1134, 0.1042,
0.0972, 0.0886, 0.0812, 0.0723, 0.0684, 0.0624, 0.0569, 0.0512, 0.0476, 0.0422, 0.0377, 0.0334, 0.0306, 0.0270, 0.0242, 0.0216,
0.0193, 0.0167, 0.0149, 0.0131, 0.0115, 0.0099, 0.0087, 0.0077, 0.0069, 0.0061, 0.0054, 0.0047, 0.0044, 0.0041, 0.0039, 0.0037,
0.0037, 0.0037, 0.0038, 0.0039, 0.0042, 0.0043, 0.0045, 0.0049, 0.0052, 0.0055, 0.0060, 0.0065, 0.0067, 0.0071, 0.0075, 0.0080,
0.0084, 0.0087, 0.0092, 0.0095, 0.0097, 0.0099, 0.0102, 0.0103, 0.0108, 0.0110, 0.0110, 0.0113, 0.0115, 0.0116, 0.0118, 0.0116

The next 8 lines contain the reciprocle of the above, these are the valued need to be input in the arduino program
0.1822, 0.0585, 0.0695, 0.0992, 0.1302, 0.1625, 0.1958, 0.2301, 0.2554, 0.2865, 0.3144, 0.3473, 0.3654, 0.4043, 0.4397, 0.4594,
0.4853, 0.5299, 0.5675, 0.6029, 0.6359, 0.6803, 0.7106, 0.7621, 0.7818, 0.8334, 0.8777, 0.9423, 0.9397, 1.0367, 1.1234, 1.1906,
1.2283, 1.3163, 1.4058, 1.5147, 1.5690, 1.6483, 1.7478, 1.8457, 1.9558, 2.0927, 2.2415, 2.3573, 2.4884, 2.6745, 2.8589, 2.9996,
3.1429, 3.4247, 3.6950, 3.9432, 4.1845, 4.5478, 4.8791, 5.2059, 5.4989, 6.0296, 6.4768, 6.9365, 7.5469, 8.2757, 8.8161, 9.5950,
10.2847, 11.2910, 12.3101, 13.8230, 14.6297, 16.0356, 17.5632, 19.5202, 20.9904, 23.7226, 26.5151, 29.9302, 32.6557, 36.9912, 41.3402, 46.3804,
51.9079, 59.8517, 67.2471, 76.4286, 87.0546, 100.7115, 114.8005, 130.3003, 144.5893, 164.1608, 186.7867, 210.7921, 224.9770, 242.0569, 258.8964, 268.8464,
271.9431, 273.8903, 265.2769, 254.4882, 239.9264, 233.0820, 220.9504, 203.3573, 191.7483, 181.8590, 165.7314, 154.8969, 148.3942, 140.3637, 132.9732, 125.6093,
119.5738, 114.8140, 109.0414, 105.7123, 102.6105, 101.0174, 98.1669, 96.9697, 92.7190, 90.9375, 90.5439, 88.8843, 86.8229, 86.4092, 85.1011, 86.0143  
 
The  next  8  lines  contain  the  log  of  the  first,  these  are  the  valued  need  to  be  input  in  the  arduino  program  with  rev  >  0.2.0 
1.7025,2.8384,2.667,2.3104,2.0386,1.817,1.6309,1.4694,1.3649,1.25,1.1571,1.0574,1.0068,0.9056,0.8216,0.7779,
0.723,0.635,0.5665,0.506,0.4527,0.3852,0.3417,0.2717,0.2461,0.1822,0.1304,0.0594,0.0621,-0.036,-0.1163,-0.1745,
-0.2055,-0.2748,-0.3405,-0.4152,-0.4505,-0.4997,-0.5583,-0.6129,-0.6708,-0.7386,-0.8072,-0.8576,-0.9116,-0.9838,-1.0504,-1.0984,
-1.1451,-1.231,-1.3071,-1.372,-1.4313,-1.5146,-1.5847,-1.6497,-1.7043,-1.797,-1.8682,-1.9366,-2.0212,-2.1136,-2.1768,-2.2614,
-2.331,-2.4236,-2.5108,-2.6269,-2.6824,-2.7742,-2.8665,-2.972,-3.0449,-3.1653,-3.2781,-3.3992,-3.4868,-3.6119,-3.7214,-3.8351,
-3.9477,-4.0923,-4.2064,-4.3351,-4.4654,-4.6152,-4.7444,-4.8665,-4.9762,-5.0995,-5.2214,-5.3602,-5.4262,-5.4968,-5.5468,-5.5994,
-5.5994,-5.5994,-5.5728,-5.5468,-5.4727,-5.4491,-5.4037,-5.3185,-5.2591,-5.203,-5.116,-5.036,-5.0056,-4.9477,-4.8929,-4.8283,
-4.7795,-4.7444,-4.6886,-4.6565,-4.6356,-4.6152,-4.5854,-4.5756,-4.5282,-4.5099,-4.5099,-4.483,-4.4654,-4.4568,-4.4397,-4.4568
